,Probability,StateId,PredState,DateHour,Address,Latitude,Longitude
0,0.9999550020249086,1.0,1.0,2008-07-15 00:00:00 1.0,"希格玛大厦, 知春路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.97570131184786,116.33100766389258
1,4.999775010124543e-06,1.0,2.0,2008-07-15 00:00:00 1.0,"怡升园, 中关村南四街, 新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.97856611973443,116.3285790777564
2,4.999775010124543e-06,1.0,3.0,2008-07-15 00:00:00 1.0,"北京卫星制造厂, 卫星桥, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.975404843750006,116.324889025
3,4.999775010124543e-06,1.0,4.0,2008-07-15 00:00:00 1.0,"五道口, 海淀路社区, 海淀区, 100098, 中国",39.977857604673254,116.33171014092808
4,4.999775010124543e-06,1.0,5.0,2008-07-15 00:00:00 1.0,"英东教育楼, 学院南路, 海淀区, 100875, 中国",39.956663675,116.36145358958332
5,4.999775010124543e-06,1.0,6.0,2008-07-15 00:00:00 1.0,"五道口, 海淀路社区, 海淀区, 100081, 中国",39.9745566,116.3378383
6,4.999775010124543e-06,1.0,7.0,2008-07-15 00:00:00 1.0,"中关村东路, 新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.9754251625,116.3274111875
7,4.999775010124543e-06,1.0,8.0,2008-07-15 00:00:00 1.0,"新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.98118307982456,116.32780741052632
8,4.999775010124543e-06,1.0,9.0,2008-07-15 00:00:00 1.0,"韩家胡同, 宣武, 西城区, 100032, 中国",39.89048077291665,116.379040165
9,4.999775010124543e-06,1.0,10.0,2008-07-15 00:00:00 1.0,"观礼台, 东长安街, 崇文, 北京市, 东城区, 北京市, 100010, 中国",39.9068416,116.3921083
,Probability,StateId,PredState,DateHour,Address,Latitude,Longitude
0,0.9999100080992704,1.0,1.0,2008-07-15 00:00:00 2.0,"希格玛大厦, 知春路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.97570131184786,116.33100766389258
1,9.999100080992703e-06,1.0,2.0,2008-07-15 00:00:00 2.0,"怡升园, 中关村南四街, 新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.97856611973443,116.3285790777564
2,9.999100080992703e-06,1.0,3.0,2008-07-15 00:00:00 2.0,"北京卫星制造厂, 卫星桥, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.975404843750006,116.324889025
3,9.999100080992703e-06,1.0,4.0,2008-07-15 00:00:00 2.0,"五道口, 海淀路社区, 海淀区, 100098, 中国",39.977857604673254,116.33171014092808
4,9.999100080992703e-06,1.0,5.0,2008-07-15 00:00:00 2.0,"英东教育楼, 学院南路, 海淀区, 100875, 中国",39.956663675,116.36145358958332
5,9.999100080992703e-06,1.0,6.0,2008-07-15 00:00:00 2.0,"五道口, 海淀路社区, 海淀区, 100081, 中国",39.9745566,116.3378383
6,9.999100080992703e-06,1.0,7.0,2008-07-15 00:00:00 2.0,"中关村东路, 新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.9754251625,116.3274111875
7,9.999100080992703e-06,1.0,8.0,2008-07-15 00:00:00 2.0,"新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.98118307982456,116.32780741052632
8,9.999100080992703e-06,1.0,9.0,2008-07-15 00:00:00 2.0,"韩家胡同, 宣武, 西城区, 100032, 中国",39.89048077291665,116.379040165
9,9.999100080992703e-06,1.0,10.0,2008-07-15 00:00:00 2.0,"观礼台, 东长安街, 崇文, 北京市, 东城区, 北京市, 100010, 中国",39.9068416,116.3921083
